order,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod_add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_sf_1,bsmt_fin_type_2,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,sale_condition,sale_price,sale_price_norm,sale_price_z,gr_liv_area_norm,gr_liv_area_z,total_bsmt_sf_norm,total_bsmt_sf_z,lot_area_norm,lot_area_z,year_built_norm,year_built_z,overall_qual_norm,overall_qual_z,garage_area_norm,garage_area_z,log_sale_price
2585,535304020,20,RL,66.0,12778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1952,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,No,GLQ,658.0,Unf,0.0,350.0,1008.0,GasA,6,Y,FuseA,1008,0,0,1008,1.0,0.0,1,0,2,1,4,4,Typ,0,1,Attchd,1952.0,RFn,1.0,280.0,4,4,Y,0,154,0,0,0,0,None,MnPrv,None,0,1,2006,WD ,Normal,139500,0.17072099443419728,-0.5167333673561932,0.16272332206663448,-0.9918057707025815,0.314410480349345,-0.09325166209396116,0.05364930239080137,0.34288421130016267,0.5797101449275363,-0.6388909368793707,0.4444444444444444,-0.7757658471024885,0.1881720430107527,-0.8966802466365202,11.845819880243557
2586,535305120,20,RL,75.0,10170,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,522.0,4,4,CBlock,4,4,No,Unf,0.0,Unf,0.0,216.0,216.0,GasA,4,Y,SBrkr,1575,0,0,1575,0.0,0.0,1,1,2,1,5,5,Typ,1,5,Attchd,1951.0,Unf,2.0,400.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD ,Normal,155000,0.1916045437213946,-0.32280557744821103,0.29961371318203767,0.16064908589951746,0.06737367436057393,-1.9661897234319188,0.04145925354647222,0.007789564611951011,0.572463768115942,-0.6719613698333015,0.5555555555555556,-0.06462690740033272,0.26881720430107525,-0.3361443785157681,11.951180395901384
2587,535325130,80,RL,55.0,7700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,5,4,No,BLQ,271.0,Unf,0.0,30.0,301.0,GasA,6,Y,FuseA,1145,0,0,1145,0.0,0.0,1,0,3,1,4,6,Min2,0,1,Detchd,1993.0,Unf,2.0,684.0,4,4,Y,0,0,0,0,0,0,None,GdWo,None,0,9,2006,WD ,Normal,127000,0.153879422428393,-0.6731267463142434,0.19579913085465958,-0.7133466607299404,0.09388646288209607,-1.7651799567479207,0.02991423029283227,-0.3095738469370838,0.6086956521739131,-0.5066092050636475,0.4444444444444444,-0.7757658471024885,0.4596774193548387,0.9904571760366787,11.751942365440728
2588,535325340,20,RL,65.0,11050,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,LwQ,488.0,Unf,0.0,517.0,1005.0,GasA,6,Y,SBrkr,1005,0,0,1005,0.0,0.0,1,0,2,1,4,6,Typ,1,4,Attchd,1956.0,Unf,1.0,319.0,4,4,Y,0,0,0,0,288,0,None,None,None,0,7,2006,WD ,Normal,133500,0.16263703987141123,-0.5918021892560573,0.1619990342829551,-0.997903415446508,0.3134747348721148,-0.10034612444751403,0.04557246021173666,0.12085831042699174,0.6086956521739131,-0.5066092050636475,0.4444444444444444,-0.7757658471024885,0.21438172043010753,-0.7145060894972758,11.801856756822442
2589,535325350,20,RL,80.0,13600,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,4,CBlock,4,4,No,Rec,144.0,BLQ,912.0,0.0,1056.0,GasA,5,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,1,3,1,4,6,Typ,0,1,Attchd,1955.0,Fin,1.0,300.0,4,4,Y,0,0,0,0,0,0,None,MnPrv,Shed,650,11,2006,WD ,Normal,125000,0.15118477090746432,-0.6981496869475314,0.1743119266055046,-0.8942434547997583,0.32938240798502805,0.020259735562884754,0.05749141134403702,0.44850069886830296,0.6014492753623188,-0.5396796380175782,0.4444444444444444,-0.7757658471024885,0.20161290322580644,-0.8032576019497283,11.736069016284437
2590,535325450,20,RL,85.0,15428,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,4,CBlock,4,4,No,Rec,741.0,Unf,0.0,143.0,884.0,GasA,6,Y,SBrkr,884,0,0,884,1.0,0.0,1,0,2,1,4,4,Typ,0,1,Attchd,1951.0,Fin,1.0,270.0,4,4,Y,0,0,0,0,195,0,None,None,None,0,6,2006,WD ,Normal,142000,0.17408930883535814,-0.4854546915645832,0.13278609367455335,-1.2438417534515414,0.2757330006238303,-0.3864894393741464,0.06603566337142723,0.6833753208568194,0.572463768115942,-0.6719613698333015,0.4444444444444444,-0.7757658471024885,0.1814516129032258,-0.9433915689799163,11.863582336583399
2591,535325460,30,RL,118.0,21299,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1941,1963,Hip,WdShake,BrkFace,BrkFace,None,0.0,5,4,CBlock,4,4,No,Unf,0.0,Unf,0.0,929.0,929.0,GasA,6,Y,SBrkr,2039,0,0,2039,1.0,0.0,1,1,3,1,4,7,Min1,3,5,2Types,1941.0,Unf,3.0,791.0,4,4,Y,0,0,90,0,0,0,None,None,None,0,12,2006,COD,Abnorml,167000,0.2077724528469667,-0.1726679336484829,0.4116368903911154,1.1037514729601416,0.2897691827822832,-0.2800725040708534,0.09347729556661759,1.437723737538756,0.5,-1.0026656993726095,0.6666666666666666,0.6465120323018231,0.5315860215053764,1.490268325111016,12.025749091398891
2592,535327210,20,RL,70.0,13300,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,None,0.0,4,4,CBlock,4,4,No,Rec,494.0,Unf,0.0,521.0,1015.0,GasA,5,Y,SBrkr,1384,0,0,1384,1.0,0.0,1,0,2,1,4,6,Min1,0,1,Attchd,2001.0,Unf,2.0,896.0,4,4,Y,75,0,0,323,0,0,None,None,Shed,400,6,2006,WD ,Normal,159000,0.19699384676325196,-0.272759696181635,0.2535007242877837,-0.22756762946379983,0.3165938864628821,-0.0766979166023378,0.05608918179906051,0.40995453552226635,0.6086956521739131,-0.5066092050636475,0.4444444444444444,-0.7757658471024885,0.6021505376344086,1.9807372097166742,11.976659481202368
2593,535353180,190,RL,94.0,22136,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,5,1925,1975,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,CBlock,4,4,Mn,GLQ,1018.0,Unf,0.0,1153.0,2171.0,GasA,4,Y,SBrkr,1392,1248,0,2640,2.0,0.0,2,1,5,1,4,10,Maj1,1,5,Attchd,1977.0,RFn,3.0,1008.0,4,4,N,631,48,148,0,0,0,None,None,None,0,7,2006,WD ,Normal,180000,0.22528768773300314,-0.010018819532110755,0.5567358763882182,2.325312969993407,0.6771678103555833,2.6570349103000344,0.09738951599710206,1.545267533274198,0.38405797101449274,-1.5317926266355022,0.4444444444444444,-0.7757658471024885,0.6774193548387096,2.5039040199627096,12.100712129872347
2594,535354130,50,RL,50.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,6,1947,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,4,4,No,Unf,0.0,Unf,0.0,784.0,784.0,GasA,6,Y,FuseA,900,412,0,1312,0.0,0.0,1,1,3,1,4,6,Typ,0,1,Detchd,1953.0,Unf,2.0,649.0,4,4,Y,0,28,0,0,0,0,None,None,None,0,10,2006,WD ,Normal,127000,0.153879422428393,-0.6731267463142434,0.23611781747947852,-0.3739111033180346,0.2445414847161572,-0.6229715178259088,0.02897941059618126,-0.3352712891677749,0.5434782608695652,-0.8042431016490247,0.5555555555555556,-0.06462690740033272,0.4361559139784946,0.8269675478347926,11.751942365440728
2595,535355100,50,RL,50.0,7000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,5,BrkTil,3,4,No,LwQ,617.0,Unf,0.0,0.0,617.0,GasA,5,Y,SBrkr,865,445,0,1310,0.0,0.0,2,0,2,1,4,6,Min1,0,1,Attchd,1924.0,Unf,1.0,398.0,4,4,Y,0,0,126,0,0,0,None,None,None,0,5,2006,COD,Normal,112000,0.13366953602142786,-0.8607988010639036,0.2356349589570256,-0.3779761998139856,0.1924516531503431,-1.0178965888403517,0.02664236135455374,-0.3995148947445025,0.37681159420289856,-1.564863059589433,0.5555555555555556,-0.06462690740033272,0.2674731182795699,-0.3454866429844473,11.626254150277232
2596,535375040,30,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,5,PConc,4,4,No,Unf,0.0,Unf,0.0,713.0,713.0,GasA,6,Y,SBrkr,713,0,0,713,0.0,0.0,1,0,2,1,5,5,Typ,0,1,Detchd,1936.0,Unf,1.0,371.0,3,3,N,0,75,161,0,0,0,None,None,None,0,10,2006,WD ,Normal,99800,0.11723216174376289,-1.0134387389269606,0.09150169000482858,-1.591407503855349,0.2223955084217093,-0.79087379352666,0.042581037182453436,0.0386264952887803,0.42028985507246375,-1.3664404618658483,0.2222222222222222,-2.1980437265068002,0.2493279569892473,-0.4716072133116166,11.510923462299555
2597,535376090,20,RL,90.0,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,5,CBlock,4,4,No,Rec,415.0,Unf,0.0,418.0,833.0,GasA,6,Y,SBrkr,833,0,0,833,0.0,0.0,1,0,2,1,5,4,Typ,0,1,Detchd,1955.0,Unf,1.0,326.0,4,4,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2006,WD ,Normal,117000,0.14040616482374957,-0.7982414494806835,0.12047320135200386,-1.347501714098291,0.259825327510917,-0.5070952993845452,0.019163803781345672,-0.6050944325900312,0.5942028985507246,-0.5727500709715091,0.4444444444444444,-0.7757658471024885,0.21908602150537634,-0.6818081638568986,11.669929213779893
2598,535376100,30,RL,60.0,5400,Pave,None,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,4,4,No,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,6,Y,SBrkr,1073,0,0,1073,0.0,0.0,1,0,2,1,4,4,Typ,0,1,Detchd,1968.0,Unf,1.0,326.0,4,4,Y,0,0,112,0,0,0,None,None,None,0,12,2006,WD ,Abnorml,108480,0.1289269493445934,-0.9048391765784904,0.1784162240463544,-0.8596901345841751,0.3346849656893325,0.06046168889968435,0.019163803781345672,-0.6050944325900312,0.35507246376811596,-1.6640743584512254,0.4444444444444444,-0.7757658471024885,0.21908602150537634,-0.6818081638568986,11.594321103174222
2599,535377070,30,RL,60.0,10914,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,3,3,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,4,Mn,Unf,0.0,Unf,0.0,715.0,715.0,GasA,3,N,FuseP,715,0,0,715,0.0,0.0,1,0,2,1,4,4,Typ,0,1,Detchd,1967.0,Unf,2.0,660.0,3,4,N,0,0,75,0,112,0,None,None,None,0,8,2006,WD ,Normal,68000,0.0743872025609968,-1.41130349499624,0.09198454852728151,-1.587342407359398,0.22301933873986277,-0.7861441519576248,0.04493678281801398,0.10338404971012181,0.41304347826086957,-1.399510894819779,0.2222222222222222,-2.1980437265068002,0.4435483870967742,0.8783500024125283,11.127262984158243
2600,535377100,50,RL,60.0,7008,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,5,BrkTil,3,3,No,Unf,0.0,Unf,0.0,448.0,448.0,GasA,6,Y,SBrkr,448,272,0,720,0.0,0.0,1,0,1,1,3,5,Typ,0,1,Attchd,1900.0,Unf,1.0,280.0,3,4,Y,0,0,70,0,0,0,None,None,None,0,3,2006,WD ,Normal,86900,0.09985165943377287,-1.1748367060116682,0.09319169483341382,-1.5771796661195208,0.13973799126637554,-1.4175513014238301,0.02667975414241978,-0.3984869970552749,0.2028985507246377,-2.358553450483772,0.3333333333333333,-1.4869047868046443,0.1881720430107527,-0.8966802466365202,11.372513311253483
2601,535379100,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,4,4,BrkTil,4,4,No,Rec,821.0,Unf,0.0,299.0,1120.0,GasA,6,Y,SBrkr,1130,0,0,1130,1.0,0.0,1,0,2,1,4,5,Typ,1,5,Detchd,1970.0,Unf,2.0,720.0,4,4,Y,229,0,0,0,0,0,None,None,None,0,6,2006,WD ,Normal,120000,0.14444814210514262,-0.7607070385307515,0.19217769193626266,-0.7438348844495726,0.34934497816593885,0.17160826577201263,0.0444039355909229,0.0887365076386279,0.34782608695652173,-1.6971447914051563,0.4444444444444444,-0.7757658471024885,0.4838709677419355,1.1586179364729043,11.695247021764184
2602,535380010,70,RL,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,6,CBlock,4,4,No,Rec,338.0,Unf,0.0,325.0,663.0,GasA,6,Y,SBrkr,774,821,0,1595,0.0,0.0,2,0,3,1,4,7,Typ,1,5,Detchd,1974.0,Unf,2.0,528.0,4,4,Y,49,0,231,0,0,0,None,None,None,0,4,2006,WD ,Normal,155500,0.19227820660162676,-0.316549842289889,0.3044422984065669,0.20130005085902714,0.20679975046787274,-0.9091148327525411,0.027577181051204748,-0.3738174525138115,0.3115942028985507,-1.8624969561748101,0.5555555555555556,-0.06462690740033272,0.3548387096774194,0.26176054747970084,11.954401010601426
2603,535380130,50,RL,60.0,10818,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,BrkTil,3,4,No,Unf,0.0,Unf,0.0,1077.0,1077.0,GasA,4,Y,FuseA,981,779,0,1760,0.0,0.0,1,1,4,1,4,7,Typ,1,4,Detchd,1935.0,Unf,2.0,648.0,3,4,Y,120,0,96,0,0,0,None,None,None,0,2,2006,COD,Abnorml,80000,0.09055511168656892,-1.261165851196512,0.34427812650893286,0.5366705117749818,0.3359326263256394,0.06992097203775484,0.04448806936362149,0.0910492774393901,0.2753623188405797,-2.0278491209444645,0.3333333333333333,-1.4869047868046443,0.43548387096774194,0.8222964156004531,11.289781913656018
2604,535381060,50,RL,60.0,10410,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,4,4,No,Unf,0.0,Unf,0.0,672.0,672.0,GasA,4,Y,SBrkr,694,520,0,1214,0.0,0.0,1,0,3,1,4,6,Typ,0,1,Detchd,1998.0,Unf,3.0,936.0,4,4,Y,216,0,160,0,0,0,None,MnPrv,None,0,1,2006,WD ,Family,105000,0.12423825569817747,-0.9483790932804116,0.21245774987928537,-0.573100831619632,0.2096069868995633,-0.8878314456918825,0.042581037182453436,0.0386264952887803,0.3115942028985507,-1.8624969561748101,0.2222222222222222,-2.1980437265068002,0.6290322580645161,2.1675824990902584,11.56171562913966
2605,535382020,190,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,No,BLQ,664.0,Unf,0.0,290.0,954.0,GasA,4,N,FuseA,1766,648,0,2414,0.0,0.0,2,0,3,2,4,10,Mod,1,5,Attchd,1970.0,Unf,2.0,520.0,4,3,N,142,0,0,0,0,0,None,None,None,0,5,2006,ConLD,Normal,160000,0.1983411725237163,-0.26024822586499097,0.5021728633510382,1.865957065950948,0.2975670617592015,-0.2209519844579128,0.0444039355909229,0.0887365076386279,0.2028985507246377,-2.358553450483772,0.4444444444444444,-0.7757658471024885,0.34946236559139787,0.22439148960498403,11.982929094215963
2606,535382130,50,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,3,4,No,ALQ,626.0,Unf,0.0,170.0,796.0,GasA,5,Y,SBrkr,1096,370,0,1466,0.0,1.0,2,0,3,1,5,7,Min1,1,4,Attchd,1950.0,Unf,2.0,566.0,4,4,Y,436,21,0,0,0,0,None,None,Shed,500,4,2006,WD ,Normal,170000,0.21181443012835974,-0.13513352269855086,0.27329792370835343,-0.060898673129810205,0.24828446662507797,-0.5945936684116973,0.0444039355909229,0.0887365076386279,0.463768115942029,-1.1680178641422634,0.4444444444444444,-0.7757658471024885,0.3803763440860215,0.4392635723846057,12.043553716032399
2607,535401140,20,RL,84.0,8658,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,4,4,CBlock,4,4,No,Rec,643.0,Unf,0.0,445.0,1088.0,GasA,6,Y,SBrkr,1324,0,0,1324,0.0,0.0,2,0,3,1,4,6,Typ,1,4,Attchd,1965.0,RFn,2.0,440.0,4,4,Y,0,138,0,0,0,0,None,GdWo,None,0,12,2006,WD ,Abnorml,160000,0.1983411725237163,-0.26024822586499097,0.23901496861419605,-0.34952052434232883,0.3393636930754835,0.0959340006674487,0.0343920166397906,-0.18648309865207352,0.6739130434782609,-0.2089753084782703,0.5555555555555556,-0.06462690740033272,0.2956989247311828,-0.14929908914218407,11.982929094215963
2608,535402070,80,RL,85.0,13400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,4,4,CBlock,4,4,Av,ALQ,516.0,BLQ,128.0,380.0,1024.0,GasA,4,Y,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,4,6,Typ,1,5,Attchd,1966.0,RFn,2.0,484.0,4,4,Y,0,0,0,0,0,0,None,GdWo,None,0,6,2006,WD ,Normal,159950,0.19827380623569307,-0.26087379938082317,0.1815548044422984,-0.8332670073604939,0.3194011228945727,-0.05541452954167919,0.05655659164738601,0.42280325663761187,0.6811594202898551,-0.1759048755243395,0.4444444444444444,-0.7757658471024885,0.32526881720430106,0.056230729168758396,11.982616545377663
2609,535402100,80,RL,83.0,10184,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,379.0,4,4,CBlock,4,4,Av,ALQ,580.0,Unf,0.0,503.0,1083.0,GasA,4,Y,SBrkr,1146,0,0,1146,0.0,1.0,1,0,3,1,4,6,Typ,1,5,Attchd,1963.0,Unf,1.0,294.0,4,4,Y,345,75,0,0,0,0,None,None,None,0,6,2006,WD ,Normal,165000,0.205077801326038,-0.19769087428177093,0.19604056011588605,-0.7113141124819649,0.3378041172800998,0.08410989674486058,0.04152469092523779,0.009588385568099387,0.6594202898550725,-0.2751161743861319,0.5555555555555556,-0.06462690740033272,0.1975806451612903,-0.8312843953557659,12.013700752882718
2610,535402220,50,RL,77.0,9786,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,Rec,600.0,Unf,0.0,312.0,912.0,GasA,4,Y,SBrkr,1085,649,0,1734,0.0,0.0,1,1,3,1,5,7,Typ,1,5,Attchd,1962.0,RFn,2.0,440.0,4,4,Y,0,0,0,0,128,0,None,GdPrv,None,0,6,2006,WD ,Normal,159000,0.19699384676325196,-0.272759696181635,0.3380009657170449,0.4838242573276193,0.28446662507797876,-0.320274457407653,0.03966439972890229,-0.04154952447097585,0.6521739130434783,-0.3081866073400627,0.5555555555555556,-0.06462690740033272,0.2956989247311828,-0.14929908914218407,11.976659481202368
2611,535402230,20,RL,77.0,9510,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1962,1985,Gable,CompShg,HdBoard,HdBoard,BrkCmn,161.0,4,4,CBlock,4,4,No,ALQ,701.0,Unf,0.0,434.0,1135.0,GasA,6,Y,SBrkr,1207,0,0,1207,0.0,0.0,1,1,3,1,4,6,Typ,0,1,Attchd,1962.0,RFn,1.0,264.0,4,4,Y,0,240,0,0,0,0,None,None,None,0,5,2006,WD ,Normal,147000,0.18082593763767985,-0.42289733998136314,0.21076774505070014,-0.5873286693554604,0.35402370555208984,0.207080577539777,0.0383743485475239,-0.07701199474932954,0.6521739130434783,-0.3081866073400627,0.5555555555555556,-0.06462690740033272,0.1774193548387097,-0.9714183623859539,11.898187865760873
2612,535403040,20,RL,66.0,7800,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,4,CBlock,4,4,No,Rec,312.0,LwQ,600.0,0.0,912.0,GasA,4,Y,SBrkr,912,0,0,912,0.0,0.0,1,0,2,1,4,5,Typ,0,1,Attchd,1964.0,Unf,1.0,288.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,11,2006,WD ,Abnorml,115000,0.1377115133028209,-0.8232643901139716,0.13954611298889424,-1.186930402508228,0.28446662507797876,-0.320274457407653,0.030381640141157774,-0.29672512582173827,0.6666666666666666,-0.2420457414322011,0.4444444444444444,-0.7757658471024885,0.1935483870967742,-0.8593111887618035,11.652687407345388
2613,535403150,20,RL,79.0,8910,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,CBlock,4,4,Mn,ALQ,655.0,Unf,0.0,0.0,655.0,GasA,6,Y,SBrkr,1194,0,0,1194,0.0,1.0,1,0,3,1,4,6,Typ,1,3,BuiltIn,1954.0,Fin,2.0,539.0,4,4,Y,0,0,192,0,0,0,None,None,None,0,7,2006,WD ,Normal,159500,0.19766750964348412,-0.266503961023313,0.20762916465475614,-0.6137517965791417,0.2043044291952589,-0.9280333990286821,0.03556988945757087,-0.15410432144140276,0.6304347826086957,-0.40739790620185506,0.5555555555555556,-0.06462690740033272,0.36223118279569894,0.31314300205743645,11.979799201207037
2614,535403200,20,RL,60.0,7332,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,4,4,CBlock,4,4,No,BLQ,414.0,Unf,0.0,450.0,864.0,GasA,6,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,5,4,Typ,0,1,Attchd,1959.0,Unf,1.0,288.0,4,4,Y,168,0,0,0,0,0,None,None,None,0,10,2006,WD ,Abnorml,120000,0.14444814210514262,-0.7607070385307515,0.12795750845002415,-1.284492718411051,0.2694946974422957,-0.4337858550644989,0.028194162050994415,-0.3568571406415554,0.6304347826086957,-0.40739790620185506,0.5555555555555556,-0.06462690740033272,0.1935483870967742,-0.8593111887618035,11.695247021764184
2615,535404080,20,RL,73.0,7100,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,4,CBlock,4,4,No,GLQ,708.0,Unf,0.0,108.0,816.0,GasA,4,Y,FuseA,816,0,0,816,1.0,0.0,1,0,2,1,4,5,Typ,0,1,Detchd,1957.0,Unf,1.0,308.0,4,4,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,129900,0.1577866671337396,-0.6368434823959758,0.11636890391115404,-1.3820550343138742,0.2545227698066126,-0.5472972527213448,0.027109771202879246,-0.386666173629157,0.6159420289855072,-0.4735387721097167,0.4444444444444444,-0.7757658471024885,0.20698924731182797,-0.7658885440750115,11.77452020265869
2616,535425040,20,RL,80.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,6,1961,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,4,4,CBlock,4,4,No,Rec,913.0,Unf,0.0,400.0,1313.0,GasA,4,Y,SBrkr,1773,0,0,1773,1.0,0.0,2,0,3,1,4,6,Min2,2,4,Attchd,1961.0,RFn,2.0,418.0,4,4,Y,355,98,0,0,144,0,None,None,None,0,8,2006,WD ,Normal,183000,0.22932966501439617,0.02751559141782128,0.34741670690487686,0.5630936389986632,0.409544603867748,0.6280186771839139,0.0444039355909229,0.0887365076386279,0.644927536231884,-0.3412570402939935,0.5555555555555556,-0.06462690740033272,0.28091397849462363,-0.2520639982976553,12.117241431823558
